Employee_ID,First_Name,Last_Name,Gender,Ethnicity,Age,Marital_Status,Education,City,Job_Title,Department,Years_of_Service,Monthly_Rate,Attrition,Overtime,Environment_Satisfaction,Job_Satisfaction,Work_Life_Balance,Training_Opportunities,Support_Rating,Manager_Rating
5PGID6DD,Pat,Phillips,Male,Asian,35,Married,Doctorate,Los Angeles,Software Engineer,Design,9.0,7148.33,No,Yes,68.4013,62.8943,57.134,7,64.6931,69.9161
R1V81NQT,Morgan,Price,Female,Hispanic or Latino,32,Single,Bachelors,Long Beach,Product Manager,Design,10.0,5515.13,Yes,No,95.0927,97.7928,74.1177,7,69.7795,90.2557
Q2ze2x72,Patricia,Kelley,Female,White,37,Married,Bachelors,Long Beach,UX Designer,Product,0.766,5280.66,Yes,No,63.1023,63.2431,73.7032,2,87.366,55.7812
Q8REJ05R,Pat,Graham,Male,Black or African American,41,Single,Bachelors,Fresno,Data Scientist,Quality Assurance,6.7621,4359.83,No,No,62.8279,92.4598,90.7117,9,60.0782,75.2133
T3VWA2SG,Alex,Alvarez,Male,Asian,37,Single,Masters,Los Angeles,Software Engineer,Business,8.4547,11822.14,Yes,No,95.3889,76.3786,65.8503,2,84.4426,64.1039
NZDCJ0GD,Nalani,Jones,Female,Pacific Islander,38,Married,Bachelors,Anaheim,Quality Assurance Engineer,Design,8.6043,6635.89,Yes,Yes,73.4736,98.4048,51.379,4,70.9098,90.1251
4dCtBaie,Barbara,Graves,Female,White,48,Married,Masters,San Jose,Software Engineer,Business,17.3624,14660.28,No,No,99.2541,76.6459,71.8399,2,98.2395,76.7796
8OJI3QKC,Morgan,Washington,Female,Other,48,Divorced,Masters,San Francisco,Business Analyst,Quality Assurance,15.3109,18778.22,No,Yes,91.7081,97.6465,52.4687,1,82.6694,85.4877
Av8lTri2,Robert,Cannon,Male,White,46,Divorced,Bachelors,San Jose,Business Analyst,Engineering,17.3007,16923.47,No,No,97.0112,55.4773,57.5119,3,75.2626,60.5185
QG4KZJFJ,Fetu,Meyers,Male,Pacific Islander,58,Single,Masters,Anaheim,Quality Assurance Engineer,Business,11.5222,19833.97,No,Yes,66.2372,88.5967,64.8443,9,89.2387,71.611
zQNvehYE,Nokomis,Rowe,Female,Native American,34,Married,Bachelors,Long Beach,Software Engineer,Design,12.0,18554.49,Yes,No,83.4317,80.4853,82.2896,8,85.6749,77.9928
B7J29Z5F,Robert,Bonilla,Male,White,37,Divorced,Doctorate,San Diego,Data Scientist,IT,11.0,15725.93,Yes,No,66.8617,77.1838,66.2355,2,97.7831,71.4804
O6S58NVA,Kaimana,Matthews,Male,Pacific Islander,46,Single,Bachelors,San Francisco,Cloud Architect,Quality Assurance,14.361,13710.12,No,No,89.8467,70.0743,59.9634,6,67.6119,61.8371
F69AA23U,Chris,Barber,Male,Black or African American,43,Married,Bachelors,Fresno,DevOps Engineer,Quality Assurance,11.3769,8562.01,No,Yes,92.7222,59.4476,58.6086,4,92.7262,64.7938
QqJyL71t,Barbara,Garrison,Female,White,49,Single,Masters,Los Angeles,Business Analyst,Business,7.3978,18547.6,No,No,78.0526,70.1534,49.3566,9,67.4508,63.8963
863GLF3Z,Robert,Howard,Male,White,26,Single,Masters,Sacramento,Business Analyst,Quality Assurance,2.0,9959.92,No,Yes,97.0134,55.145,48.6303,9,81.1672,47.3165
MPYWLL6H,Ahanu,Cooke,Male,Native American,40,Married,Bachelors,Oakland,Data Scientist,Design,8.1505,13720.97,Yes,Yes,97.6003,96.6524,42.9302,1,97.767,89.1828
23BC2D9Y,Jordan,Brown,Male,Black or African American,31,Married,Masters,Sacramento,Product Manager,IT,7.0,11836.15,No,No,84.2222,51.9654,54.3209,7,88.9065,54.0404
DB7DGM4R,Nalani,Barr,Female,Pacific Islander,54,Married,Bachelors,Oakland,Software Engineer,Quality Assurance,7.9669,19859.07,No,Yes,90.8782,88.6432,72.4928,9,66.0539,72.2713
QqgoX2Li,Chris,Evans,Male,Black or African American,49,Single,Masters,Oakland,Data Scientist,Quality Assurance,21.5066,14666.62,Yes,No,96.6329,52.8077,33.4845,1,89.5105,50.198
OQAQ2BM8,Jordan,Jacobs,Male,Hispanic or Latino,27,Married,Masters,Fresno,Software Engineer,Business,3.0,14395.2,No,No,69.5785,54.604,72.5918,4,93.2807,62.0617
KLRm1U0i,Robert,Fisher,Male,White,39,Divorced,Bachelors,Fresno,Business Analyst,Business,4.6828,12495.84,No,No,73.1478,90.0743,67.2987,4,71.6238,80.9655
VVHOQ2JL,Alex,Hoffman,Male,Black or African American,26,Married,Bachelors,Los Angeles,Product Manager,Quality Assurance,4.0,7630.9,No,No,96.0984,56.3004,48.5515,2,71.6755,51.544
GW4D1DEZ,Chris,Rogers,Male,Hispanic or Latino,42,Married,Bachelors,Bakersfield,System Administrator,Engineering,8.7391,17101.42,No,Yes,74.1352,76.1002,35.1773,2,93.248,73.4713
11XNJG0K,Jamie,Smith,Female,Other,51,Single,Masters,San Diego,DevOps Engineer,IT,20.5854,18410.14,No,No,88.9273,84.4824,89.7477,5,82.4128,83.0928
SDSZSHZO,Nalani,Barnes,Female,Pacific Islander,27,Married,Masters,Long Beach,UX Designer,Business,3.0,5563.16,Yes,No,99.2482,53.9831,64.9039,7,79.7281,46.9886
GKESC6T7,John,Williams,Male,White,46,Single,High School,Long Beach,DevOps Engineer,Design,8.6251,10876.24,Yes,Yes,73.8414,82.4042,73.1428,2,94.5278,72.2623
SRFD05FO,Pat,Page,Male,Asian,52,Single,Bachelors,Los Angeles,Business Analyst,IT,27.2954,15468.07,Yes,No,75.8996,82.7715,71.4481,1,62.5145,81.9151
GZYY2NAI,Kiana,Strickland,Female,Pacific Islander,34,Single,Masters,Oakland,Business Analyst,Design,9.2965,6024.92,No,No,81.2131,63.7005,44.4173,2,69.4417,54.3782
p30VdlvI,Jordan,Weiss,Non-binary,White,26,Divorced,Bachelors,Oakland,Cloud Architect,Quality Assurance,3.2327,16139.78,Yes,No,76.8118,56.2234,49.4599,5,92.7377,60.5892
GWEC4RWJ,Tama,Wells,Male,Pacific Islander,37,Married,High School,Oakland,Business Analyst,IT,10.4418,13832.37,No,No,70.509,72.4095,66.9107,6,76.0726,77.3258
d6ItUALA,Leilani,Beck,Female,Pacific Islander,34,Single,Bachelors,Sacramento,UX Designer,IT,12.0,19575.07,No,No,93.818,72.3339,78.1084,7,74.0523,67.0211
H7BEMNJK,Fetu,Taylor,Male,Pacific Islander,30,Widowed,Masters,Anaheim,UX Designer,Business,6.0,10891.69,No,No,77.3915,87.3138,68.587,3,90.7722,77.8866
rrTfm78m,Casey,Hart,Female,Black or African American,39,Single,Masters,Oakland,Software Engineer,Design,8.2054,18432.37,No,Yes,96.8584,84.8021,60.2025,1,90.1775,75.3325
hQOGP55a,Casey,Hernandez,Female,Hispanic or Latino,55,Married,Masters,San Jose,Product Manager,Business,16.1084,6636.51,No,Yes,61.7926,58.3225,25.2261,2,73.6881,59.5763
DMXQE2YO,Tahu,Armstrong,Male,Native American,23,Single,Bachelors,Oakland,Data Scientist,IT,1.0,18655.78,No,No,95.5102,56.0497,43.129,4,97.6172,63.3511
OWW3HART,Jamie,Patterson,Female,Black or African American,36,Single,Masters,Fresno,Business Analyst,Design,12.0,15016.48,No,No,74.1339,77.9833,81.884,3,91.5971,69.4049
H7IK02EE,Dakota,Wheeler,Female,Native American,42,Married,Bachelors,Fresno,Software Engineer,Business,20.0,5371.08,Yes,No,95.4939,51.4076,62.6943,4,82.834,56.2493
WX44VCFT,Chris,Saunders,Male,Black or African American,43,Single,Doctorate,Los Angeles,Product Manager,IT,3.0717,13316.13,No,No,69.9597,83.6032,68.4374,9,95.392,78.5265
HYBI9I83,Jamie,Nguyen,Female,Black or African American,42,Single,High School,Oakland,DevOps Engineer,Business,2.9403,9672.33,Yes,No,60.0137,90.8627,70.5927,9,87.7512,80.2986
NRYTRSK2,Taylor,Wolf,Female,Hispanic or Latino,40,Divorced,Masters,Bakersfield,Software Engineer,Engineering,16.0,4594.87,No,No,65.9754,83.2807,79.2884,1,93.5692,78.4305
lfIZxX1R,Casey,Donovan,Female,Other,36,Single,Bachelors,Anaheim,Cloud Architect,Product,14.0,6802.8,No,No,67.4324,74.0943,59.1905,8,82.9352,75.4865
K8UA64YI,Michael,Massey,Male,White,45,Single,Masters,San Diego,Data Scientist,Product,21.0,14317.09,No,Yes,76.3575,92.6198,51.1548,3,81.7257,79.6321
PJKG5JLN,Casey,Schroeder,Non-binary,White,34,Single,Masters,Anaheim,Software Engineer,IT,7.1236,10457.33,No,Yes,78.6475,74.8427,60.1324,8,80.188,75.0787
7QUFQx4h,Casey,Salinas,Female,Black or African American,46,Single,Masters,San Diego,Data Scientist,Business,14.2129,4905.26,No,Yes,76.2936,62.3594,44.9723,7,79.2938,61.1843
ogd4Qdy6,Toni,Cooper,Female,Other,39,Married,Bachelors,Anaheim,UX Designer,Product,16.4341,6108.52,No,No,92.2668,55.9278,47.4788,1,67.0632,60.0646
mXiSlfzQ,Barbara,Barron,Female,White,36,Divorced,Masters,San Diego,Software Engineer,Engineering,12.0,7367.38,No,No,91.3289,64.5889,40.7011,9,64.5595,61.3886
V3W18Y9V,William,Nunez,Male,White,39,Single,Bachelors,Oakland,UX Designer,Business,3.8719,17131.39,No,No,60.5435,80.5986,55.0717,3,60.9823,65.3424
vB0rUMkW,Toni,Roach,Female,Black or African American,41,Single,Bachelors,Sacramento,System Administrator,Business,19.0,5278.4,No,No,70.6308,92.6132,85.7507,2,85.5762,89.7664
QP2ZPU4L,Chris,Love,Non-binary,Hispanic or Latino,39,Single,Masters,San Jose,Product Manager,Engineering,13.0859,12300.19,No,No,90.1835,61.6363,61.9102,7,95.3721,67.4934
A37SUCTA,Makani,Cooper,Non-binary,Pacific Islander,43,Divorced,Doctorate,Bakersfield,Quality Assurance Engineer,Design,17.0,10809.88,No,No,99.9479,86.6166,90.432,4,97.9062,75.8976
91T362TG,Taylor,Bell,Male,Other,61,Single,Masters,San Diego,Business Analyst,Engineering,3.4697,10528.23,Yes,No,77.8248,85.5435,85.0813,3,86.0257,88.1282
GQILXSX6,Manuia,Solis,Male,Pacific Islander,37,Single,Bachelors,San Diego,Quality Assurance Engineer,Quality Assurance,9.0412,10458.91,No,Yes,90.38,54.4625,44.4783,1,66.14,55.1219
1ytFAu4S,Nalani,Clark,Female,Pacific Islander,34,Single,Bachelors,Sacramento,DevOps Engineer,IT,12.0,6877.99,Yes,Yes,87.0815,58.5243,52.1811,4,99.55,48.6452
FQY70M9V,John,Sanchez,Male,White,35,Married,Bachelors,Long Beach,Business Analyst,Quality Assurance,13.0,18063.79,No,No,81.8796,80.7071,75.6121,9,82.0532,82.1383
N5mWnbOi,Pat,Pierce,Non-binary,Hispanic or Latino,28,Divorced,High School,Fresno,DevOps Engineer,IT,10.0,19095.34,No,No,90.2675,60.7036,48.6795,8,99.2442,67.1179
MV4DM7KH,Pat,Allen,Male,Asian,43,Single,Doctorate,San Diego,UX Designer,Design,17.0,7568.64,No,No,80.5546,84.5324,63.0313,6,95.2644,79.8603
7EVVK05P,Aiyana,Beard,Female,Native American,34,Married,Bachelors,Anaheim,IT Support Specialist,Business,10.8703,13709.31,No,No,73.2664,97.3175,92.9769,9,86.8576,83.0121
lw0jRJpd,Casey,Bartlett,Female,Asian,38,Single,Doctorate,San Jose,DevOps Engineer,Product,12.0,6024.97,No,No,79.568,94.0059,65.5875,7,83.0285,92.3345
EJIK95S5,Alex,Garcia,Male,Black or African American,23,Married,Bachelors,Anaheim,IT Support Specialist,Engineering,1.0,13598.83,No,No,94.6657,79.8458,72.9207,2,98.8967,69.3418
CE6CL0YS,Alofa,Rivera,Female,Pacific Islander,32,Single,Masters,Fresno,Business Analyst,IT,8.0,19858.51,No,No,96.5027,91.894,67.9706,8,65.7142,90.7426
F6I8W1W9,Dakota,Schaefer,Female,Native American,41,Married,Doctorate,Oakland,DevOps Engineer,Engineering,15.0,19546.82,No,Yes,99.2973,89.7106,61.3889,8,91.74,84.9462
I9N3OXYL,Tahu,Fox,Male,Native American,50,Married,Masters,Oakland,Cloud Architect,Quality Assurance,23.7169,19518.23,No,Yes,81.659,68.0483,54.9902,6,76.9168,73.6916
QEME65BK,Takoda,Newman,Male,Native American,35,Married,Masters,San Diego,Cloud Architect,Engineering,11.0,10562.07,No,No,92.4683,53.5982,32.7134,6,92.3316,59.3282
EA37AQ8N,Dakota,Glenn,Female,Native American,32,Married,Masters,Oakland,System Administrator,IT,5.4283,15883.21,No,No,77.7499,95.7656,95.127,9,70.4201,89.43
LJ48EHY2,Toni,Gutierrez,Female,Asian,33,Married,Bachelors,San Diego,Business Analyst,Quality Assurance,4.8264,6050.11,No,No,72.6792,56.8887,55.669,3,90.2387,45.6156
I2HJ82YG,Tahu,Woodward,Male,Native American,47,Married,Bachelors,Los Angeles,UX Designer,Quality Assurance,25.0,6343.91,No,No,90.8678,92.9743,89.4209,3,70.6751,81.4929
9BCLJeM8,Morgan,Alexander,Female,Black or African American,35,Single,Masters,Bakersfield,Data Scientist,IT,11.0,9350.37,Yes,No,64.0205,64.6801,75.514,5,82.6247,64.8832
FLOYITYK,Barbara,Moore,Female,White,40,Single,Bachelors,San Diego,Software Engineer,Business,18.0,13658.16,No,Yes,92.0523,66.6741,55.6174,6,95.9293,68.8191
WP2D3Z2U,Toni,Fitzgerald,Female,Hispanic or Latino,44,Married,Bachelors,San Diego,DevOps Engineer,Design,17.0408,13717.7,No,No,69.1615,90.8825,89.8319,2,67.6321,88.5376
5L3jkRht,Taylor,Esparza,Female,Asian,32,Married,Masters,Los Angeles,DevOps Engineer,IT,0.8754,9792.65,No,No,92.4519,94.5427,59.8044,6,98.1443,78.5734
OS42Y09R,Taylor,Pennington,Male,Black or African American,40,Single,Bachelors,Anaheim,System Administrator,IT,2.0195,5736.39,No,No,87.3822,63.3771,45.1964,4,80.4293,63.2189
SNETZESD,Ahanu,Clark,Male,Native American,51,Single,Bachelors,Fresno,Business Analyst,IT,14.2086,17530.39,Yes,Yes,91.4253,98.9403,58.652,2,67.0171,79.5169
X58S9UWl,Jamie,Santos,Female,Other,33,Divorced,Bachelors,Sacramento,Quality Assurance Engineer,IT,3.438,17957.63,No,No,85.4718,73.3582,57.391,7,68.1391,63.0902
TSzRwWEg,Taylor,Boyd,Female,Other,33,Married,Bachelors,Los Angeles,DevOps Engineer,Design,8.5409,15046.29,No,No,96.0332,74.4958,63.2569,5,98.9764,78.7326
rnPFIMgp,Taylor,Mclean,Male,Asian,30,Divorced,Bachelors,San Diego,DevOps Engineer,Engineering,0.7384,5027.75,No,Yes,65.3679,52.8044,41.1877,9,60.3985,44.664
WXHPH75E,Morgan,Serrano,Female,Other,52,Single,Bachelors,Fresno,Product Manager,Quality Assurance,11.3703,6244.01,No,No,95.9363,71.6103,61.923,3,60.5587,71.2032
DXDBROQW,William,Noble,Male,White,33,Married,Bachelors,Bakersfield,DevOps Engineer,Product,8.0693,16431.02,No,No,96.92,66.5805,39.9574,5,99.455,56.813
5PN0E0LI,Leilani,Tran,Female,Pacific Islander,40,Married,Bachelors,Bakersfield,UX Designer,IT,2.0448,16934.41,No,No,64.9473,65.4909,42.6821,8,77.764,57.2997
UxeIAOje,Taylor,Payne,Female,Other,60,Married,Bachelors,Sacramento,IT Support Specialist,IT,2.3604,7588.27,No,No,87.7566,75.372,58.27,5,86.9415,67.0748
LGYm21bp,Cetan,Cooke,Male,Native American,51,Married,Bachelors,Fresno,Quality Assurance Engineer,Engineering,18.104,11199.29,Yes,Yes,73.8249,91.2222,37.1478,5,88.9134,86.6001
HZFVC9ZA,William,Greer,Male,White,53,Single,Bachelors,Bakersfield,UX Designer,Business,6.1363,12652.66,No,No,84.3817,99.5997,87.6408,8,73.2468,92.9072
KfgYq2cI,John,Castro,Male,White,31,Married,Masters,San Francisco,Business Analyst,Engineering,7.0,8376.67,Yes,No,72.8667,56.4837,57.797,8,84.1513,59.0249
2qvcOcOM,Taylor,Hensley,Male,Other,53,Married,Masters,Anaheim,DevOps Engineer,Quality Assurance,13.432,5693.1,No,No,60.1337,91.1394,87.6435,4,83.6114,79.8584
P46RWS9I,Dakota,Blankenship,Female,Native American,32,Married,Bachelors,Oakland,Cloud Architect,Product,10.0,7020.12,No,No,95.7444,80.8611,56.6893,4,68.3961,73.2688
QENP12XT,Chris,Mata,Male,Other,27,Single,Masters,San Diego,DevOps Engineer,Quality Assurance,3.0,7469.47,No,Yes,60.6441,54.3908,14.5391,2,98.1931,61.4548
FT4ARNEI,Morgan,Scott,Female,Other,29,Married,Bachelors,Long Beach,IT Support Specialist,Business,7.0,13896.49,No,No,60.2253,94.0958,70.9136,9,77.5984,89.894
FgFc54GW,Toni,Cohen,Female,Hispanic or Latino,50,Single,Bachelors,Sacramento,UX Designer,IT,24.7908,18405.44,No,No,81.0904,67.2276,57.5235,1,75.1139,72.1699
B1ENXR2U,Leilani,Allen,Female,Pacific Islander,33,Single,Bachelors,San Francisco,Business Analyst,Business,11.0,7648.13,Yes,No,73.3651,64.8369,70.6627,3,70.0104,60.8359
0ZCAX98P,Alex,Harmon,Male,Hispanic or Latino,43,Single,Bachelors,San Jose,UX Designer,Quality Assurance,8.2833,8412.84,No,No,84.2161,72.4487,45.6224,2,85.5574,70.6848
WRB8CECV,Toni,Mcdowell,Female,Asian,33,Married,Masters,Long Beach,Business Analyst,Quality Assurance,9.0,18636.22,No,No,93.5113,68.9502,48.7078,8,64.8936,68.6105
8DB81EXH,Taylor,Wolfe,Male,Black or African American,35,Single,Masters,San Francisco,Software Engineer,Product,1.3871,16907.18,No,No,90.7571,94.0349,59.4913,2,70.6209,86.2325
A7OZPTB4,Fetu,Chen,Male,Pacific Islander,47,Widowed,Bachelors,Fresno,Product Manager,Engineering,20.944,7490.7,Yes,Yes,94.7765,84.3529,38.6981,8,60.1949,79.3542
UPKBVKV4,Taylor,Kim,Male,Hispanic or Latino,40,Single,Masters,Fresno,Data Scientist,Product,16.0,15498.09,No,No,90.1105,75.0869,79.0161,7,97.4015,63.0729
RX1U0QVQ,Jamie,Wagner,Female,Asian,26,Widowed,Bachelors,Los Angeles,Product Manager,Quality Assurance,4.0,18647.73,No,No,87.8218,52.418,62.1047,4,88.6593,47.0222
1MHVAUNC,Alofa,Washington,Female,Pacific Islander,51,Single,Bachelors,Fresno,DevOps Engineer,Design,19.721,16152.28,No,No,65.6164,73.1199,51.4771,5,69.6307,59.6669
URXoFDNJ,Jordan,Berry,Male,Asian,59,Single,Doctorate,Los Angeles,Data Scientist,Quality Assurance,3.3243,8191.84,No,Yes,64.3917,72.039,49.2534,1,61.9507,74.7748
Y039P33D,Toni,Hall,Female,Hispanic or Latino,35,Single,Masters,Long Beach,Software Engineer,Design,11.0,15016.24,No,No,74.5119,63.5693,69.3668,2,84.8152,67.1647
7NZULL4W,Alex,Mclaughlin,Male,Black or African American,47,Single,Bachelors,San Diego,Quality Assurance Engineer,Product,25.0,12642.55,No,No,83.8971,59.2522,54.1986,7,80.0637,50.0331
IP839NA0,Taylor,Short,Male,Black or African American,39,Married,Bachelors,Bakersfield,Product Manager,Product,17.0,18719.98,No,Yes,96.3105,87.0711,50.1608,8,94.5136,72.2343
ZCQpPMhB,Alex,Bush,Male,Black or African American,38,Married,High School,San Francisco,UX Designer,Engineering,20.0,9649.87,No,No,64.034,86.6208,59.7715,7,92.3712,69.5397
L7FW356K,Linda,Cox,Female,White,55,Single,Bachelors,Fresno,IT Support Specialist,Business,12.9994,8259.71,No,No,68.4875,85.7561,78.2942,5,79.7502,84.098
IO9TITSO,Taylor,Duran,Male,Other,47,Single,Doctorate,Fresno,Cloud Architect,IT,21.0,18928.43,Yes,No,94.1792,91.0353,81.0946,5,70.5636,78.6615
KQAPQZRA,Patricia,White,Female,White,23,Married,Masters,San Francisco,Product Manager,IT,0.0,10699.44,No,No,74.9958,73.5915,80.0347,3,98.1236,74.2593
G8PSTTLO,Aiyana,Rodriguez,Female,Native American,30,Married,Bachelors,Sacramento,Business Analyst,Engineering,8.0,8551.68,No,No,90.12,95.6711,79.5375,6,91.5772,90.61
CO9AL7CM,Morgan,Cunningham,Female,Hispanic or Latino,46,Single,Bachelors,San Diego,Software Engineer,Business,15.5722,19581.26,No,No,63.7268,94.718,80.409,3,67.0362,94.3408
ZE1P20CA,Pat,Murphy,Male,Asian,36,Single,Masters,Sacramento,Business Analyst,Quality Assurance,1.8602,11267.47,No,No,72.6959,70.7732,65.8865,2,60.6001,71.1619
CEHyKWmX,Jamie,Wise,Female,Hispanic or Latino,47,Single,Bachelors,San Francisco,Software Engineer,Design,24.8771,13600.02,No,No,97.1621,55.9964,35.8449,5,79.8698,55.4242
afu8Sr2D,Barbara,Martinez,Female,White,32,Single,Bachelors,San Francisco,System Administrator,Engineering,10.0,9417.16,No,No,75.5511,96.9548,59.4792,8,87.6198,87.4912
7SULVSP5,Taylor,Patrick,Male,Asian,53,Single,Masters,Anaheim,DevOps Engineer,Engineering,5.373,4086.88,No,Yes,88.9276,82.8263,48.8025,9,82.1687,83.7295
H90PZX3J,Pat,Campbell,Male,Asian,49,Single,Masters,Bakersfield,DevOps Engineer,Product,25.0,17962.79,No,Yes,66.726,76.6778,55.3541,3,78.3229,78.9246
HKHUQR5H,Morgan,Walker,Female,Other,49,Single,Masters,San Jose,Quality Assurance Engineer,Product,13.5886,6052.13,Yes,No,99.3178,96.8602,91.341,4,94.3958,89.63
DLWEEHBW,Michael,Ortiz,Male,White,47,Married,Bachelors,Long Beach,Data Scientist,Quality Assurance,1.5086,8999.09,No,No,89.0548,95.5283,70.133,5,66.1041,87.6358
HEJZO4W8,Taylor,Bowman,Male,Asian,42,Divorced,Bachelors,San Jose,Quality Assurance Engineer,Business,2.6722,7470.63,Yes,No,69.1791,85.3923,69.8878,7,73.5021,84.1062
61GPATQL,Moana,Willis,Female,Pacific Islander,38,Divorced,Masters,Los Angeles,Business Analyst,Quality Assurance,3.1826,13871.19,Yes,No,87.8542,66.7371,56.8131,7,79.7191,68.4805
JRD4SUS0,Morgan,Arnold,Female,Black or African American,29,Single,Bachelors,San Jose,Data Scientist,IT,7.0,6835.87,Yes,No,77.4373,93.9146,82.8275,9,84.5785,87.4
ayceRCma,Alex,Solomon,Male,Other,36,Married,Bachelors,Bakersfield,Software Engineer,Design,14.0,14064.23,Yes,No,75.6273,83.1964,85.4779,6,73.9234,80.818
G8SHQBOB,Chris,Bird,Male,Hispanic or Latino,46,Married,Bachelors,Los Angeles,Cloud Architect,Engineering,13.6345,5722.27,No,No,94.7367,75.7775,83.6026,6,82.6273,73.4685
4O3JFJVT,Nokomis,Fox,Female,Native American,36,Single,Bachelors,Los Angeles,DevOps Engineer,Business,14.0,7300.0,No,No,91.5477,79.4856,50.372,1,66.2675,79.3719
N4SBFEC2,Morgan,Shields,Female,Hispanic or Latino,45,Divorced,Doctorate,San Jose,Cloud Architect,IT,6.8979,13724.18,No,No,96.8513,83.584,67.1595,4,83.7064,83.0351
sPnvDtap,Linda,Davidson,Female,White,67,Divorced,Bachelors,Bakersfield,Quality Assurance Engineer,IT,18.4943,9766.07,No,No,77.014,90.408,74.3226,5,71.7259,88.294
H93MMI25,Cetan,Ferguson,Male,Native American,35,Single,Doctorate,Oakland,DevOps Engineer,Engineering,9.0,10786.96,No,No,90.1789,86.5463,82.0667,7,98.8083,85.031
VYR2UV33,Jamie,Green,Female,Other,27,Married,Doctorate,Long Beach,IT Support Specialist,Engineering,1.0,6466.16,No,No,81.0805,65.1361,43.5818,7,94.5879,61.3908
5M9EIPI0,Alex,Silva,Male,Black or African American,55,Single,Bachelors,Los Angeles,Software Engineer,Engineering,5.378,5195.33,No,No,90.4065,81.1604,70.4477,7,69.4599,73.08
6FJKX6fb,Pat,Porter,Male,Black or African American,34,Married,Bachelors,Long Beach,Software Engineer,IT,8.4637,18497.69,No,No,87.8939,77.3694,63.4816,5,78.1368,78.014
IZdiG6ub,Jamie,Meyer,Female,Black or African American,49,Single,Bachelors,Oakland,Quality Assurance Engineer,Product,14.5273,6179.77,No,No,68.8659,86.0818,81.1662,1,98.2321,81.8849
W2O68CFJ,Jordan,Cantu,Male,Hispanic or Latino,49,Married,Bachelors,Los Angeles,Data Scientist,Quality Assurance,20.5222,10035.16,Yes,No,63.9951,54.259,47.6301,4,88.7674,55.799
vOK7yUd7,Toni,Hayden,Female,Other,50,Single,Masters,Anaheim,Quality Assurance Engineer,Business,12.5258,8181.29,No,No,96.5233,93.8541,81.5708,2,88.9671,83.0067
7UEPYSUH,Nokomis,Nichols,Female,Native American,50,Single,Bachelors,San Diego,IT Support Specialist,Business,22.4066,12507.03,No,No,97.8435,61.872,66.6085,6,66.5144,51.712
LBVJHHAB,Nalani,Wells,Female,Pacific Islander,46,Single,Doctorate,Los Angeles,Product Manager,Business,10.8324,7119.36,No,No,88.6894,93.8203,58.4052,5,80.5265,84.482
1RUJXAWO,Casey,James,Female,Black or African American,37,Married,Bachelors,Los Angeles,IT Support Specialist,IT,2.2107,10866.3,No,No,89.601,59.8108,35.9662,1,72.2221,49.26
PBQZGFAD,Chris,Rosales,Male,Other,38,Single,Masters,Bakersfield,UX Designer,Design,10.9098,7816.3,No,Yes,90.9572,91.8538,55.539,5,87.4455,92.753
V2OPYVVO,Robert,Mitchell,Male,White,37,Single,Bachelors,Los Angeles,Cloud Architect,Business,15.0,14210.71,No,No,64.691,55.0549,43.0687,9,89.864,44.2279
IB03N29O,Taylor,Nixon,Female,Other,23,Married,Bachelors,Sacramento,DevOps Engineer,Quality Assurance,1.0,7203.11,No,No,89.7203,73.3534,56.3508,3,88.0547,76.4023
4ym8wkPN,Tahu,Foley,Male,Native American,29,Married,Bachelors,San Francisco,Data Scientist,Product,4.3888,10125.23,No,Yes,64.3716,64.2509,36.9992,5,97.4809,71.1207
I6IRLI9P,Leilani,Thompson,Female,Pacific Islander,49,Married,Bachelors,Long Beach,DevOps Engineer,IT,17.2188,17248.65,No,No,72.2059,62.7915,71.2041,9,63.2651,52.7191
LB1QMR6Q,James,Page,Male,White,27,Single,Bachelors,San Jose,Cloud Architect,Product,5.0,13603.96,No,Yes,80.0658,75.1315,47.7121,6,92.2439,61.6448
oK3M2QY1,Elizabeth,Dixon,Female,White,45,Single,Bachelors,Fresno,Quality Assurance Engineer,Business,15.2573,15461.15,No,No,90.6998,94.7083,65.6745,7,70.9078,90.1476
GRG09EDZ,John,Anderson,Male,White,23,Married,Bachelors,San Diego,Data Scientist,Design,1.0,15819.52,No,No,64.4251,60.6087,58.8528,3,72.3261,63.0507
JYG42MHQ,Alex,Richards,Male,Black or African American,29,Divorced,High School,Los Angeles,System Administrator,IT,11.0,19981.05,Yes,No,81.4551,65.6081,45.1855,7,68.7105,56.4708
ZYBDSVBT,Manuia,Luna,Male,Pacific Islander,38,Single,Masters,Long Beach,Quality Assurance Engineer,Business,14.0,6433.95,No,Yes,79.1038,97.0716,36.6939,6,66.7893,85.4878
MjfGmGBz,Patricia,Rivera,Female,White,39,Married,Masters,Los Angeles,Software Engineer,Design,15.0,13046.04,Yes,No,93.9617,63.7453,49.395,4,86.1764,57.9418
1gNV2YiR,Chris,Fields,Male,Hispanic or Latino,37,Single,Masters,Sacramento,Quality Assurance Engineer,Business,13.0,18848.92,Yes,No,95.7779,90.6884,64.025,4,67.2317,83.3766
Tynf8mzt,Kiana,Hubbard,Female,Pacific Islander,48,Married,Bachelors,Anaheim,Business Analyst,Business,23.6113,12232.24,No,No,70.2938,52.2937,55.2835,9,66.7774,45.7516
EKJM9MQY,Pat,Riley,Male,Hispanic or Latino,56,Single,Masters,Bakersfield,UX Designer,Quality Assurance,29.1046,17464.49,No,No,94.4574,59.8136,46.1358,9,88.184,57.9737
